REC_IR	STATNUM	ORI	ORIADDDT	ORINIBRS	CITY	STATECOD	POPGRP	DIVISN	REGION	AGINDIC	CORECTY	COVBYORI	FIELDNO	JUDDIST	NBRSFLG	INACTDTE	POP1	COUNTY1	MSA1	LSTPOP1	POP2	COUNTY2	MSA2	LSTPOP2	POP3	COUNTY3	MSA3	LSTPOP3	POP4	COUNTY4	MSA4	LSTPOP4	POP5	COUNTY5	MSA5	LSTPOP5	MASTERYR	QTR1ACT	QTR2ACT	QTR3ACT	QTR4ACT	F1QACT	F2QACT	F3QACT	F4QACT	AGNAME	CFIPS1	CFIPS2	CFIPS3	CFIPS4	CFIPS5	IINCIDNO	INCIDDTE	DATASRC	QUARTER	TNUMVTMS	TNUMOFF	GOFFRAC	OFFCOD1	NUMVTM1	LOCCOD1	BIASMO1	OFFCOD2	NUMVTM2	LOCCOD2	BIASMO2	OFFCOD3	NUMVTM3	LOCCOD3	BIASMO3	OFFCOD4	NUMVTM4	LOCCOD4	BIASMO4	OFFCOD5	NUMVTM5	LOCCOD5	BIASMO5	OFFCOD6	NUMVTM6	LOCCOD6	BIASMO6	OFFCOD7	NUMVTM7	LOCCOD7	BIASMO7	OFFCOD8	NUMVTM8	LOCCOD8	BIASMO8	OFFCOD9	NUMVTM9	LOCCOD9	BIASMO9	OFFCOD10	NUMVTM10	LOCCOD10	BIASMO10	VTYP_I1	VTYP_B1	VTYP_F1	VTYP_G1	VTYP_R1	VTYP_S1	VTYP_O1	VTYP_U1	VTYP_I2	VTYP_B2	VTYP_F2	VTYP_G2	VTYP_R2	VTYP_S2	VTYP_O2	VTYP_U2	VTYP_I3	VTYP_B3	VTYP_F3	VTYP_G3	VTYP_R3	VTYP_S3	VTYP_O3	VTYP_U3	VTYP_I4	VTYP_B4	VTYP_F4	VTYP_G4	VTYP_R4	VTYP_S4	VTYP_O4	VTYP_U4	VTYP_I5	VTYP_B5	VTYP_F5	VTYP_G5	VTYP_R5	VTYP_S5	VTYP_O5	VTYP_U5	VTYP_I6	VTYP_B6	VTYP_F6	VTYP_G6	VTYP_R6	VTYP_S6	VTYP_O6	VTYP_U6	VTYP_I7	VTYP_B7	VTYP_F7	VTYP_G7	VTYP_R7	VTYP_S7	VTYP_O7	VTYP_U7	VTYP_I8	VTYP_B8	VTYP_F8	VTYP_G8	VTYP_R8	VTYP_S8	VTYP_O8	VTYP_U8	VTYP_I9	VTYP_B9	VTYP_F9	VTYP_G9	VTYP_R9	VTYP_S9	VTYP_O9	VTYP_U9	VTYP_I10	VTYP_B10	VTYP_F10	VTYP_G10	VTYP_R10	VTYP_S10	VTYP_O10	VTYP_U10
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-MQ4-2LG8A	20170427	F	2	1	1	B	13A	1	13	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-MQK-2SGXA	20170416	F	2	1	0	U	13B	1	4	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-MP5-2ULTA	20170413	F	2	1	0	U	290	1	18	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-MY--2I66A	20170610	F	2	1	0	U	290	1	20	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-MYU-26CKA	20170609	F	2	1	1	W	290	1	13	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-HJ4-2SYKA	20170318	F	1	1	1	B	13B	1	21	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-HJU-27L0A	20170311	F	1	1	1	W	13A	1	25	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	TU-W U-HK26D	20170306	F	1	1	1	W	290	1	20	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-HKB-2IXBA	20170327	F	1	1	1	W	13B	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-JKK-2SLKA	20171009	F	4	1	1	W	13B	1	13	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-JK5-26G A	20171010	F	4	2	1	W	13B	2	13	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	FO3N84ZH6-F3	20171104	F	4	0	0	U	290	1	53	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-JW2-27LTA	20170823	F	3	1	1	B	13A	1	50	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	122IKURLSD1A	20170925	F	3	1	1	W	13C	1	13	84	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-JWK-2JYXA	20170820	F	3	2	1	W	290	2	18	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	1 1KT6ZAX0W5	20170713	F	3	0	0	U	290	1	53	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	122NQURLSD1A	20170928	F	3	2	0	U	290	2	20	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	8C0Q-0ZV128N	20170210	F	1	1	0	U	290	1	53	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	12-HYH-2JG2A	20170310	F	1	0	0	U	290	1	53	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	1L18Y1ZR139G	20170518	F	2	1	2	M	13A	1	13	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431300	20191130	0	San Jose	CA	1A	9	4	 	Y	 	3790	050N	 	 	1037529	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SAN JOSE	 85	 	 	 	 	8C0Q00Q-V28N	20170215	F	1	1	1	W	13B	1	20	12	290	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431400	20191130	0	Santa Clara	CA	 2	9	4	 	Y	 	3790	050N	 	 	127538	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	Z	Z	I	Z	 	 	 	 	SANTA CLARA	 85	 	 	 	 	8C-GSFTU728N	20170801	F	3	1	0	U	200	1	20	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431600	20191130	0	Sunnyvale	CA	 2	9	4	 	Y	 	3790	050N	 	 	154919	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	Z	Z	 	 	 	 	SUNNYVALE	 85	 	 	 	 	8C-1REQU728N	20170313	F	1	1	1	B	13B	1	53	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0431600	20191130	0	Sunnyvale	CA	 2	9	4	 	Y	 	3790	050N	 	 	154919	43	786	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	Z	Z	 	 	 	 	SUNNYVALE	 85	 	 	 	 	8C-QIM5U728N	20170607	F	2	0	0	U	290	1	53	71	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0440000	20191130	0	Santa Cruz	CA	9A	9	4	 	N	 	3790	050N	 	 	134748	44	792	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	Z	Z	I	Z	 	 	 	 	SANTA CRUZ	 87	 	 	 	 	8C0VYF3U728N	20170718	F	3	0	1	W	290	1	4	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0440000	20191130	0	Santa Cruz	CA	9A	9	4	 	N	 	3790	050N	 	 	134748	44	792	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	Z	Z	I	Z	 	 	 	 	SANTA CRUZ	 87	 	 	 	 	8C0D1A0U728N	20170911	F	3	1	1	W	13C	1	21	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0440100	20191130	0	Capitola	CA	 5	9	4	 	N	 	3790	050N	 	 	10222	44	792	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	Z	Z	Z	I	 	 	 	 	CAPITOLA	 87	 	 	 	 	8CC6REZDP28N	20171030	F	4	1	1	W	13B	1	11	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0440200	20191130	0	Santa Cruz	CA	 3	9	4	 	Y	 	3790	050N	 	 	65132	44	792	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SANTA CRUZ	 87	 	 	 	 	 3STQHSU-X I	20171007	F	4	2	1	W	13B	2	21	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0440200	20191130	0	Santa Cruz	CA	 3	9	4	 	Y	 	3790	050N	 	 	65132	44	792	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SANTA CRUZ	 87	 	 	 	 	12S9P27O9D1A	20170625	F	2	1	2	W	13C	1	14	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0440200	20191130	0	Santa Cruz	CA	 3	9	4	 	Y	 	3790	050N	 	 	65132	44	792	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SANTA CRUZ	 87	 	 	 	 	FOSPJ8 Y6-F3	20170514	F	2	1	1	M	13C	1	13	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	4	CA0440200	20191130	0	Santa Cruz	CA	 3	9	4	 	Y	 	3790	050N	 	 	65132	44	792	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	SANTA CRUZ	 87	 	 	 	 	W SNL71TB0W5	20170227	F	1	1	1	W	13C	1	25	43	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
